"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","Publication Reference",
"2014/70/EU: Commission Recommendation of 22 January 2014 on minimum principles for the exploration and production of hydrocarbons (such as shale gas) using high-volume hydraulic fracturing","","32014H0070","","","OJ L 39, 08/02/2014, p. 72–78
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 65/2014 of 1 October 2013 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to the energy labelling of domestic ovens and range hoods  Text with EEA relevance","","32014R0065","2017-03-07","2017-03-07","OJ L 29, 31/01/2014, p. 1–32
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) No 66/2014 of 14 January 2014 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for domestic ovens, hobs and range hoods  Text with EEA relevance","","32014R0066","2017-01-09","2017-01-09","OJ L 29, 31/01/2014, p. 33–47
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2013/791/Euratom: Council Decision of 13 December 2013 amending Decision 2007/198/Euratom establishing the European Joint Undertaking for ITER and the Development of Fusion Energy and conferring advantages upon it","","32013D0791","","","OJ L 349, 21/12/2013, p. 100–102
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Decision of the Ministerial Council of the Energy Community D/2013/03/MC-EnC on extending the duration of the Energy Community Treaty","","32013D1130(01)","","","OJ L 320, 30/11/2013, p. 81–81
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 811/2013 of 18 February 2013 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to the energy labelling of space heaters, combination heaters, packages of space heater, temperature control and solar device and packages of combination heater, temperature control and solar device  Text with EEA relevance","","32013R0811","2017-03-07","2017-03-07","OJ L 239, 06/09/2013, p. 1–82
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 812/2013 of 18 February 2013 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to the energy labelling of water heaters, hot water storage tanks and packages of water heater and solar device  Text with EEA relevance","","32013R0812","2018-04-26","2018-04-26","OJ L 239, 06/09/2013, p. 83–135
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) No 813/2013 of 2 August 2013 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for space heaters and combination heaters  Text with EEA relevance","","32013R0813","2017-01-09","2017-01-09","OJ L 239, 06/09/2013, p. 136–161
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) No 814/2013 of 2 August 2013 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for water heaters and hot water storage tanks  Text with EEA relevance","","32013R0814","2017-01-09","2017-01-09","OJ L 239, 06/09/2013, p. 162–183
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)","2013/442/EU: Commission Decision of 21 August 2013 on the establishment of the annual priority lists for the development of network codes and guidelines for 2014  Text with EEA relevance","","32013D0442","","","OJ L 224, 22/08/2013, p. 14–17
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2013/434/EU: Council Decision of 15 July 2013 authorising certain Member States to ratify, or to accede to, the Protocol amending the Vienna Convention on Civil Liability for Nuclear Damage of 21 May 1963 , in the interest of the European Union, and to make a declaration on the application of the relevant internal rules of Union law","","32013D0434","","","OJ L 220, 17/08/2013, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2013/408/Euratom: Commission Decision of 31 July 2012 on the conclusion of the Agreement for Cooperation in the Peaceful Uses of Nuclear Energy between the European Atomic Energy Community and the Government of the Republic of South Africa","","32013D0408","","","OJ L 204, 31/07/2013, p. 2–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Agreement between the Government of the Republic of South Africa and the European Atomic Energy Community (Euratom) for Cooperation in the Peaceful Uses of Nuclear Energy","","22013A0731(01)","","","OJ L 204, 31/07/2013, p. 3–10
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2013/363/Euratom: Commission Decision of 17 May 2013 on the conclusion of the Agreement between the European Atomic Energy Community (Euratom) and the Korean Peninsula Energy Development Organisation (KEDO)","","32013D0363","","","OJ L 188, 09/07/2013, p. 1–1
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Regulation (EU) No 666/2013 of 8 July 2013 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for vacuum cleaners  Text with EEA relevance","","32013R0666","2017-01-09","2017-01-09","OJ L 192, 13/07/2013, p. 24–34
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), OJ L 192, 13/07/2013, p. 2–12
		 (HR)",
"Commission Regulation (EU) No 617/2013 of 26 June 2013 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for computers and computer servers  Text with EEA relevance","","32013R0617","2020-03-01","2020-03-01","OJ L 175, 27/06/2013, p. 13–33
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Regulation (EU) No 543/2013 of 14 June 2013 on submission and publication of data in electricity markets and amending Annex I to Regulation (EC) No 714/2009 of the European Parliament and of the Council  Text with EEA relevance","","32013R0543","2020-01-01","2020-01-01","OJ L 163, 15/06/2013, p. 1–12
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2013/242/EU: Commission Implementing Decision of 22 May 2013 establishing a template for National Energy Efficiency Action Plans under Directive 2012/27/EU of the European Parliament and of the Council (notified under document C(2013) 2882)  Text with EEA relevance","","32013D0242","","","OJ L 141, 28/05/2013, p. 48–53
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Delegated Regulation (EU) No 312/2013 of 31 January 2013 correcting the Hungarian text of Delegated Regulation (EU) No 244/2012 supplementing Directive 2010/31/EU of the European Parliament and of the Council on the energy performance of buildings by establishing a comparative methodology framework for calculating cost-optimal levels of minimum energy performance requirements for buildings and building elements  Text with EEA relevance","","32013R0312","","","OJ L 95, 05/04/2013, p. 8–8
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)","2013/4/Euratom: Council Decision of 11 December 2012 approving the conclusion, by the European Commission, of the Agreement on scientific and technological cooperation between the European Atomic Energy Community, of the one part, and the Swiss Confederation, of the other part, associating the Swiss Confederation to the Framework Programme of the European Atomic Energy Community for nuclear research and training activities (2012-2013)","","32013D0004","","","OJ L 4, 09/01/2013, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2012/709/Euratom: Council Decision of 13 November 2012 on the adoption of the 2012-2015 High Flux Reactor supplementary research programme to be implemented by the Joint Research Centre for the European Atomic Energy Community","","32012D0709","","","OJ L 321, 20/11/2012, p. 59–60
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Regulation (EU) No 932/2012 of 3 October 2012 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for household tumble driers  Text with EEA relevance","","32012R0932","2017-01-09","2017-01-09","OJ L 278, 12/10/2012, p. 1–10
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2012/539/EU: Commission Implementing Decision of 26 September 2012 exempting the production and wholesale of electricity produced from conventional sources in macro-zone north and macro-zone south in Italy from the application of Directive 2004/17/EC of the European Parliament and of the Council coordinating the procurement procedures of entities operating in the water, energy, transport and postal services sector and amending Commission Decision 2010/403/EU (notified under document C(2012) 6665)  Text with EEA relevance","","32012D0539","","","OJ L 271, 05/10/2012, p. 4–11
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2012/413/EU: Commission Decision of 19 July 2012 on the establishment of the annual priority lists for the development of network codes and guidelines for 2013  Text with EEA relevance","","32012D0413","","","OJ L 192, 20/07/2012, p. 32–34
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Regulation (EU) No 547/2012 of 25 June 2012 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for water pumps  Text with EEA relevance","","32012R0547","2017-01-09","2017-01-09","OJ L 165, 26/06/2012, p. 28–36
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Delegated Regulation (EU) No 392/2012 of 1 March 2012 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to energy labelling of household tumble driers  Text with EEA relevance","","32012R0392","2020-08-09","2020-08-09","OJ L 123, 09/05/2012, p. 1–26
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2012/218/EU: Commission Implementing Decision of 24 April 2012 exempting the production and wholesale of electricity produced from conventional sources in Germany from the application of Directive 2004/17/EC of the European Parliament and of the Council coordinating the procurement procedures of entities operating in the water, energy, transport and postal services sectors (notified under document C(2012) 2426)  Text with EEA relevance","","32012D0218","","","OJ L 114, 26/04/2012, p. 21–27
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 244/2012 of 16 January 2012 supplementing Directive 2010/31/EU of the European Parliament and of the Council on the energy performance of buildings by establishing a comparative methodology framework for calculating cost-optimal levels of minimum energy performance requirements for buildings and building elements  Text with EEA relevance","","32012R0244","2013-04-06","2013-04-06","OJ L 81, 21/03/2012, p. 18–36
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2012/148/EU: Commission Recommendation of 9 March 2012 on preparations for the roll-out of smart metering systems","","32012H0148","","","OJ L 73, 13/03/2012, p. 9–22
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)","Commission Regulation (EU) No 206/2012 of 6 March 2012 implementing Directive 2009/125/EC of the European Parliament and of the Council with regard to ecodesign requirements for air conditioners and comfort fans  Text with EEA relevance","","32012R0206","2017-01-09","2017-01-09","OJ L 72, 10/03/2012, p. 7–27
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2012/55/Euratom: Commission Decision of 2 March 2011 on the conclusion of the Agreement for cooperation in the peaceful uses of nuclear energy between the European Atomic Energy Community and the Government of Australia","","32012D0055","","","OJ L 29, 01/02/2012, p. 3–3
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Agreement between the Government of Australia and the European Atomic Energy Community (Euratom) for cooperation in the peaceful uses of nuclear energy","","22012A0201(01)","","","OJ L 29, 01/02/2012, p. 4–12
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2011/886/EU: Council Decision of 12 December 2011 on the position to be taken by the European Union in the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement","","32011D0886","","","OJ L 344, 28/12/2011, p. 31–33
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Opinion of 21 December 2011 relating to the plan for the disposal of radioactive waste arising from the New Low-level Waste Facilities, located adjacent to the Dounreay nuclear licensed site in Scotland, United Kingdom, in accordance with Article 37 of the Euratom Treaty","","32011A1222(02)","","","OJ C 374, 22/12/2011, p. 3–4
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Opinion of 21 December 2011 relating to the plan for the disposal of radioactive waste arising from the Penly EPR reactor (unit 3), located in France, in accordance with Article 37 of the Euratom Treaty","","32011A1222(01)","","","OJ C 374, 22/12/2011, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 626/2011 of 4 May 2011 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to energy labelling of air conditioners","","32011R0626","2020-08-09","2020-08-09","OJ L 178, 06/07/2011, p. 1–72
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
